begin at: Thu May 17 07:53:09 2018
1526532789.894117116928,1526532789.930139064789,0.036021947861
1526532794.915361642838,1526532794.918361902237,0.003000259399
1526532799.941860914230,1526532799.945414543152,0.003553628922
1526532804.967620134354,1526532804.972097396851,0.004477262497
1526532809.991649866104,1526532809.995113849640,0.003463983536
begin at: Thu May 17 08:09:01 2018
1526533741.715081930161,1526533741.766573905945,0.051491975784
1526533746.738831996918,1526533746.745865583420,0.007033586502
1526533751.767351627350,1526533751.771363496780,0.004011869431
begin at: Thu May 17 08:22:11 2018
1526534530.987999677658,1526534531.021500110626,0.033500432968
1526534551.110500097275,1526534551.854442834854,0.743942737579
1526534561.939024925232,1526534561.958410263062,0.019385337830
1526534566.966210365295,1526534566.970114469528,0.003904104233
1526534571.991633892059,1526534571.995105981827,0.003472089767
1526534577.056613922119,1526534577.060070991516,0.003457069397
1526534582.083080768585,1526534582.087086677551,0.004005908966
1526534587.113364219666,1526534587.117420673370,0.004056453705
1526534592.141364574432,1526534592.145396471024,0.004031896591
1526534597.177597045898,1526534597.181618452072,0.004021406174
1526534602.256253242493,1526534602.260129928589,0.003876686096
1526534607.283860206604,1526534607.286911725998,0.003051519394
1526534612.301354408264,1526534612.315331697464,0.013977289200
1526534617.330094337463,1526534617.334595918655,0.004501581192
1526534622.356611490250,1526534622.360057353973,0.003445863724
1526534627.379344940186,1526534627.384321689606,0.004976749420
1526534632.411384582520,1526534632.414823055267,0.003438472748
1526534637.438558816910,1526534637.443129062653,0.004570245743
1526534642.466094493866,1526534642.470585107803,0.004490613937
1526534647.494846820831,1526534647.497869968414,0.003023147583
1526534652.520370960236,1526534652.523389577866,0.003018617630
1526534657.542563676834,1526534657.546610355377,0.004046678543
1526534662.572601556778,1526534662.576630830765,0.004029273987
begin at: Thu May 17 08:28:31 2018
1526534911.251224994659,1526534911.355180025101,0.103955030441
1526534916.346946954727,1526534916.350912570953,0.003965616226
1526534921.367955446243,1526534921.371911287308,0.003955841064
1526534926.396215438843,1526534926.399183034897,0.002967596054
1526534931.427688360214,1526534931.431708335876,0.004019975662
begin at: Thu May 17 08:39:53 2018
1526535593.272742986679,1526535593.323780775070,0.051037788391
1526535598.376046657562,1526535598.380521535873,0.004474878311
1526535603.404036998749,1526535603.408509016037,0.004472017288
1526535608.432299613953,1526535608.436258316040,0.003958702087
1526535613.460327863693,1526535613.465767621994,0.005439758301
1526535618.488547325134,1526535618.491518259048,0.002970933914
1526535623.518030405045,1526535623.524020433426,0.005990028381
1526535628.548259496689,1526535628.553292751312,0.005033254623
1526535633.585007429123,1526535633.590899944305,0.005892515182
1526535638.616644382477,1526535638.620158433914,0.003514051437
1526535643.642092704773,1526535643.646682262421,0.004589557648
1526535648.675441741943,1526535648.677819252014,0.002377510071
1526535653.707868099213,1526535653.712227582932,0.004359483719
1526535658.796591281891,1526535658.801613569260,0.005022287369
1526535663.835546493530,1526535663.840595960617,0.005049467087
1526535668.868958950043,1526535668.873329162598,0.004370212555
1526535673.900330305099,1526535673.903808116913,0.003477811813
1526535678.927556276321,1526535678.931617259979,0.004060983658
1526535683.967527627945,1526535683.971745729446,0.004218101501
1526535688.996966600418,1526535688.999903202057,0.002936601639
1526535699.042994022369,1526535699.047612905502,0.004618883133
1526535704.074141740799,1526535704.079376935959,0.005235195160
1526535709.161340475082,1526535709.165830850601,0.004490375519
1526535714.194058656693,1526535714.197555541992,0.003496885300
1526535719.224630594254,1526535719.227797746658,0.003167152405
1526535724.254901170731,1526535724.259361267090,0.004460096359
1526535729.284325838089,1526535729.289013147354,0.004687309265
1526535734.315564632416,1526535734.318901062012,0.003336429596
1526535739.340651988983,1526535739.344163894653,0.003511905670
1526535744.358344793320,1526535744.361988544464,0.003643751144
1526535749.377811431885,1526535749.383468627930,0.005657196045
1526535754.408318758011,1526535754.412590265274,0.004271507263
1526535759.435527801514,1526535759.440076112747,0.004548311234
1526535764.461834669113,1526535764.465449810028,0.003615140915
1526535769.492838382721,1526535769.498304367065,0.005465984344
1526535774.521140813828,1526535774.524748086929,0.003607273102
1526535779.550582408905,1526535779.553660869598,0.003078460693
1526535784.580483436584,1526535784.583976507187,0.003493070602
1526535789.602503299713,1526535789.605977296829,0.003473997116
1526535794.622737646103,1526535794.625717878342,0.002980232239
1526535799.639193296432,1526535799.642239332199,0.003046035767
1526535804.657969474792,1526535804.662493228912,0.004523754120
1526536232.708530902863,1526536232.712949275970,0.004418373108
1526536237.744153022766,1526536237.750211238861,0.006058216095
1526536242.777259588242,1526536242.781118631363,0.003859043121
1526536247.857706546783,1526536247.859511613846,0.001805067062
2018-05-23 20:14:07.854394,2018-05-23 20:14:07.857890,0:00:00.003496
2018-05-23 20:14:12.879174,2018-05-23 20:14:12.884670,0:00:00.005496
2018-05-23 20:14:17.907148,2018-05-23 20:14:17.910666,0:00:00.003518
2018-05-23 20:14:22.932891,2018-05-23 20:14:22.937406,0:00:00.004515
2018-05-23 20:14:27.954011,2018-05-23 20:14:27.957908,0:00:00.003897
2018-05-23 20:14:32.967136,2018-05-23 20:14:32.972658,0:00:00.005522
2018-05-23 20:14:37.979139,2018-05-23 20:14:37.983634,0:00:00.004495
2018-05-23 20:14:43.063888,2018-05-23 20:14:43.066416,0:00:00.002528
begin at: 2018-05-23 20:14:53.654674
2018-05-23 20:14:53.639166,2018-05-23 20:14:53.672160,0:00:00.032994
2018-05-23 20:14:58.718513,2018-05-23 20:14:58.722426,0:00:00.003913
2018-05-23 20:15:03.755896,2018-05-23 20:15:03.758921,0:00:00.003025
