2018-05-23 19:59:42.000312,2018-05-23 19:59:42.003702,0:00:00.003390
2018-05-23 19:59:47.065234,2018-05-23 19:59:47.068199,0:00:00.002965
2018-05-23 19:59:52.146803,2018-05-23 19:59:52.148915,0:00:00.002112
2018-05-23 19:59:57.301690,2018-05-23 19:59:57.305641,0:00:00.003951
2018-05-23 20:00:02.434835,2018-05-23 20:00:02.439936,0:00:00.005101
2018-05-23 20:00:07.559868,2018-05-23 20:00:07.563993,0:00:00.004125
2018-05-23 20:00:12.705208,2018-05-23 20:00:12.711624,0:00:00.006416
2018-05-23 20:00:17.828185,2018-05-23 20:00:17.832131,0:00:00.003946
2018-05-23 20:00:22.941871,2018-05-23 20:00:22.943982,0:00:00.002111
2018-05-23 20:00:28.069841,2018-05-23 20:00:28.069856,0:00:00.000015
2018-05-23 20:00:33.190150,2018-05-23 20:00:33.195845,0:00:00.005695
2018-05-23 20:00:38.324245,2018-05-23 20:00:38.324668,0:00:00.000423
2018-05-23 20:00:43.441458,2018-05-23 20:00:43.445923,0:00:00.004465
2018-05-23 20:00:48.573901,2018-05-23 20:00:48.579376,0:00:00.005475
2018-05-23 20:00:53.691899,2018-05-23 20:00:53.695899,0:00:00.004000
2018-05-23 20:00:58.828891,2018-05-23 20:00:58.834873,0:00:00.005982
2018-05-23 20:01:03.953959,2018-05-23 20:01:03.958397,0:00:00.004438
2018-05-23 20:01:09.077625,2018-05-23 20:01:09.079629,0:00:00.002004
2018-05-23 20:01:14.219671,2018-05-23 20:01:14.223134,0:00:00.003463
2018-05-23 20:01:19.346408,2018-05-23 20:01:19.350433,0:00:00.004025
2018-05-23 20:01:24.478421,2018-05-23 20:01:24.483083,0:00:00.004662
2018-05-23 20:01:29.610611,2018-05-23 20:01:29.614663,0:00:00.004052
2018-05-23 20:01:34.734246,2018-05-23 20:01:34.738661,0:00:00.004415
2018-05-23 20:01:39.856494,2018-05-23 20:01:39.859398,0:00:00.002904
2018-05-23 20:01:44.980904,2018-05-23 20:01:44.983901,0:00:00.002997
2018-05-23 20:01:50.116852,2018-05-23 20:01:50.123617,0:00:00.006765
2018-05-23 20:01:55.240176,2018-05-23 20:01:55.244250,0:00:00.004074
2018-05-23 20:02:00.377869,2018-05-23 20:02:00.379957,0:00:00.002088
2018-05-23 20:02:05.504391,2018-05-23 20:02:05.507847,0:00:00.003456
2018-05-23 20:02:10.633660,2018-05-23 20:02:10.636698,0:00:00.003038
2018-05-23 20:02:15.739216,2018-05-23 20:02:15.743098,0:00:00.003882
2018-05-23 20:02:20.875388,2018-05-23 20:02:20.881349,0:00:00.005961
2018-05-23 20:02:25.986662,2018-05-23 20:02:25.989913,0:00:00.003251
2018-05-23 20:02:31.046235,2018-05-23 20:02:31.049735,0:00:00.003500
2018-05-23 20:02:36.100314,2018-05-23 20:02:36.103751,0:00:00.003437
2018-05-23 20:02:41.157969,2018-05-23 20:02:41.162451,0:00:00.004482
begin at: 2018-05-23 20:03:04.478494
end at: 2018-05-23 20:03:04.660435
begin at: 2018-05-23 20:06:21.351819
2018-05-23 20:06:03.649326,2018-05-23 20:06:21.416910,0:00:17.767584
2018-05-23 20:06:08.794584,2018-05-23 20:06:21.548851,0:00:12.754267
2018-05-23 20:06:14.017108,2018-05-23 20:06:21.644309,0:00:07.627201
2018-05-23 20:06:19.175378,2018-05-23 20:06:21.871298,0:00:02.695920
2018-05-23 20:06:24.390275,2018-05-23 20:06:24.449300,0:00:00.059025
2018-05-23 20:06:29.592616,2018-05-23 20:06:29.597531,0:00:00.004915
end at: 2018-05-23 20:06:51.347650
